1.1 0.17045 7.3864
1.105 0.16988 7.4193
1.11 0.17238 7.4624
1.115 0.17307 7.501
1.12 0.176 7.5366
1.125 0.17728 7.5739
1.13 0.17506 7.6045
1.135 0.17904 7.6472
1.14 0.17908 7.6773
1.145 0.18169 7.7206
1.15 0.18646 7.7634
1.155 0.18679 7.7996
1.16 0.18836 7.8359
1.165 0.18889 7.8632
1.17 0.19319 7.9166
1.175 0.19546 7.9534
1.18 0.19698 7.9893
1.185 0.19911 8.0278
1.19 0.20154 8.0649
1.195 0.20217 8.1016
1.2 0.20363 8.1258
1.205 0.20776 8.1743
1.21 0.20892 8.2097
1.215 0.21107 8.2488
1.22 0.21455 8.2872
1.225 0.21723 8.3245
1.23 0.21825 8.3577
1.235 0.21592 8.4001
1.24 0.21396 8.4154
1.245 0.22168 8.4689
1.25 0.2233 8.5109
1.255 0.2291 8.5432
1.26 0.22951 8.5832
1.265 0.23306 8.6188
1.27 0.23434 8.6519
1.275 0.23649 8.6927
1.28 0.24094 8.7309
1.285 0.24262 8.7657
1.29 0.24355 8.8001
1.295 0.24312 8.8395
1.3 0.24589 8.8734
1.305 0.24471 8.8876
1.31 0.25163 8.9501
1.315 0.25246 8.975
1.32 0.25508 9.0109
1.325 0.25942 9.047
1.33 0.25953 9.0819
1.335 0.26359 9.1244
1.34 0.26661 9.1565
1.345 0.26634 9.1925
1.35 0.2718 9.23
1.355 0.2702 9.2705
1.36 0.27434 9.3041
1.365 0.28411 9.3473
1.37 0.27784 9.3775
1.375 0.28549 9.411
1.38 0.27979 9.4346
1.385 0.28547 9.4931
1.39 0.29175 9.5296
1.395 0.29069 9.5615
1.4 0.29333 9.5954
1.405 0.29475 9.6422
1.41 0.29745 9.6752
1.415 0.30204 9.7122
1.42 0.30478 9.7507
1.425 0.30143 9.7786
1.43 0.3055 9.8188
1.435 0.3129 9.8568
1.44 0.31481 9.8909
1.445 0.31757 9.9292
1.45 0.32209 9.9694
1.455 0.32246 10.004
1.46 0.32646 10.04
1.465 0.32551 10.077
1.47 0.32524 10.119
1.475 0.33026 10.148
1.48 0.3336 10.178
1.485 0.33427 10.22
1.49 0.33496 10.268
1.495 0.33901 10.301
1.5 0.34085 10.336
1.505 0.34325 10.372
1.51 0.34545 10.409
1.515 0.35145 10.443
1.52 0.35362 10.48
1.525 0.35954 10.523
1.53 0.35855 10.561
1.535 0.3596 10.588
1.54 0.35876 10.633
1.545 0.36966 10.668
1.55 0.37106 10.709
1.555 0.36247 10.742
1.56 0.3677 10.775
1.565 0.37462 10.822
1.57 0.375 10.856
1.575 0.37828 10.886
1.58 0.38021 10.932
1.585 0.38403 10.971
1.59 0.38719 11.003
1.595 0.38534 11.041
1.6 0.38957 11.079
1.605 0.39174 11.109
1.61 0.38931 11.153
1.615 0.39392 11.183
1.62 0.39624 11.22
1.625 0.39261 11.261
1.63 0.39428 11.287
1.635 0.39874 11.335
1.64 0.40147 11.368
1.645 0.40341 11.406
1.65 0.40243 11.439
1.655 0.40877 11.478
1.66 0.413 11.515
1.665 0.41532 11.548
1.67 0.41703 11.586
1.675 0.42438 11.627
1.68 0.41712 11.653
1.685 0.42154 11.694
1.69 0.42045 11.731
1.695 0.42137 11.769
1.7 0.42842 11.809
1.705 0.42685 11.838
1.71 0.43185 11.876
1.715 0.43557 11.906
1.72 0.43611 11.938
1.725 0.43577 11.979
1.73 0.4377 12.017
1.735 0.44019 12.052
1.74 0.44284 12.085
1.745 0.44118 12.13
1.75 0.44204 12.167
1.755 0.4435 12.191
1.76 0.44458 12.24
1.765 0.45368 12.253
1.77 0.45188 12.302
1.775 0.452 12.338
1.78 0.45142 12.373
1.785 0.46145 12.394
1.79 0.45744 12.447
1.795 0.46038 12.49
1.8 0.46244 12.527
1.805 0.46299 12.557
1.81 0.46609 12.586
1.815 0.46766 12.633
1.82 0.47583 12.665
1.825 0.47645 12.706
1.83 0.47665 12.74
1.835 0.47813 12.772
1.84 0.47761 12.811
1.845 0.48159 12.843
1.85 0.47918 12.883
1.855 0.47428 12.914
1.86 0.47776 12.958
1.865 0.48726 12.994
1.87 0.48846 13.027
1.875 0.4874 13.077
1.88 0.4993 13.099
1.885 0.50399 13.138
1.89 0.50407 13.177
1.895 0.50227 13.219
1.9 0.50393 13.262
1.905 0.50795 13.297
1.91 0.51506 13.329
1.915 0.51128 13.367
1.92 0.5 13.366
1.925 0.52132 13.427
1.93 0.51407 13.439
1.935 0.51555 13.462
1.94 0.5283 13.54
1.945 0.52561 13.557
1.95 0.52235 13.607
1.955 0.53323 13.652
1.96 0.53884 13.691
1.965 0.53332 13.727
1.97 0.54364 13.758
1.975 0.54012 13.798
1.98 0.54498 13.833
1.985 0.54963 13.872
1.99 0.55085 13.916
1.995 0.55353 13.943
2 0.55164 13.98
